# CALIFAID    GALAXY_NAME              X_CENTER      Y_CENTER      APERTURE(")  
  CALIFA890   UGC12185                 216.8659973   220.2799988   35.0         
  CALIFA891   UGC12224                 216.8659973   218.572998    55.0         
  CALIFA892   VV488NED02               221.1340027   221.1329956   55.0         
  CALIFA893   NGC7436B                 219.0720062   219.0720062   20.0         
  CALIFA894   UGC12274                 216.0130005   215.1589966   35.0         
  CALIFA895   UGC12308                 213.0839996   210.5180054   40.0         
  CALIFA896   NGC7466                  219.427002    218.572998    55.0         
  CALIFA897   UGC12348                 218.2169952   218.2160034   3.0          
  CALIFA898   NGC7489                  220.2799988   220.2799988   55.0         
  CALIFA899   NGC7536                  219.9279938   220.7830048   55.0         
  CALIFA900   NGC7550                  218.572998    145.1710052   55.0         
  CALIFA901   NGC7549                  219.0720062   218.2160034   55.0         
  CALIFA902   NGC7563                  216.8659973   222.8399963   55.0         
  CALIFA903   NGC7562                  218.572998    217.7189941   55.0         
  CALIFA904   NGC7591                  219.9279938   219.0720062   60.0         
  CALIFA905   UGC12494                 218.572998    218.572998    55.0         
  CALIFA906   IC5309                   221.9869995   218.572998    55.0         
  CALIFA907   NGC7608                  221.9869995   122.1259995   55.0         
  CALIFA908   NGC7611                  218.572998    215.1589966   55.0         
  CALIFA909   UGC12519                 221.1340027   205.7700043   55.0         
  CALIFA910   UGC12518                 148.5850067   221.1329956   55.0         
  CALIFA911   NGC7619                  134.3809967   217.3609924   40.0         
  CALIFA912   NGC7623                  220.7830048   217.3609924   55.0         
  CALIFA913   NGC7625                  223.3500061   219.0720062   75.0         
  CALIFA914   NGC7631                  221.6390076   220.7830048   55.0         
  CALIFA915   NGC7653                  222.4940033   218.2160034   55.0         
  CALIFA916   NGC7671                  221.1340027   218.572998    30.0         
  CALIFA917   NGC7683                  220.7830048   219.0720062   55.0         
  CALIFA918   UGC12633                 221.1340027   220.2799988   55.0         
  CALIFA919   NGC7684                  14.5830002    380.7409973   55.0         
  CALIFA920   NGC7691                  216.8659973   217.7200012   55.0         
  CALIFA921   UGC12653                 219.9279938   218.2160034   55.0         
  CALIFA922   UGC12688                 220.2799988   216.0119934   55.0         
  CALIFA923   NGC7711                  222.4940033   219.927002    55.0         
  CALIFA924   NGC7716                  219.9279938   220.7830048   55.0         
  CALIFA925   NGC7722                  221.1340027   205.7709961   55.0         
  CALIFA926   UGC12723                 215.1589966   220.2799988   55.0         
  CALIFA927   NGC7738                  216.5059967   220.7830048   55.0         
  CALIFA928   UGC12767                 219.0720062   218.2160034   3.0          
  CALIFA929   UGC12810                 221.1340027   218.572998    55.0         
  CALIFA930   UGC12816                 219.9279938   219.0720062   55.0         
  CALIFA931   NGC7782                  220.2799988   221.1329956   55.0         
  CALIFA932   NGC7783NED01             219.9279938   215.6499939   55.0         
  CALIFA933   NGC7787                  218.2169952   219.927002    55.0         
  CALIFA934   UGC12857                 189.9859924   221.6380005   55.0         
  CALIFA935   UGC12864                 219.0720062   216.5059967   50.0         
  CALIFA936   MCG-01-01-012            216.0130005   220.2799988   55.0         
  CALIFA937   NGC7800                  214.7949982   224.2050018   55.0         
  CALIFA938   NGC5947                  219.427002    216.0119934   50.0         
