# WISE photometry of the Extended CALIFA sample 
# W_V=in Vega mags and W_AB=in AB mags
# Galaxy_Name   W1_V    W1_V_e    W2_V   W2_V_e     W3_V  W3_V_e     W4_V  W4_V_e   W1_AB  W1_AB_e   W2_AB  W2_AB_e   W3_AB  W3_AB_e   W4_AB  W4_AB_e
   CALIFA1015   12.096  16.312   12.091  15.812    9.179  13.537    7.010  10.015   14.779  18.995   15.410  19.131   14.421  18.779   13.614  16.619
   CALIFA1016   11.947  16.229   11.936  15.723    9.292  13.569    7.410  10.211   14.630  18.912   15.255  19.042   14.534  18.811   14.014  16.815
   CALIFA1017   12.521  16.525   12.552  16.043   11.017  14.419    8.898  10.953   15.204  19.208   15.871  19.362   16.259  19.661   15.502  17.557
   CALIFA1018    9.972  15.252    9.989  14.764    9.335  13.571    8.353  10.661   12.655  17.935   13.308  18.083   14.577  18.813   14.957  17.265
   CALIFA1020   11.802  16.163   11.732  15.627    9.715  13.718    7.861  10.425   14.485  18.846   15.051  18.946   14.957  18.960   14.465  17.029
   CALIFA1022   10.020  15.269    9.915  14.718    7.010  12.433    4.548   8.785   12.703  17.952   13.234  18.037   12.252  17.675   11.152  15.389
   CALIFA1024   11.231  15.881   11.104  15.321    7.502  12.731    5.075   9.051   13.914  18.564   14.423  18.640   12.744  17.973   11.679  15.655
   CALIFA1025    8.622  14.577    8.447  13.993    4.469  11.214    2.690   7.859   11.305  17.260   11.766  17.312    9.711  16.456    9.294  14.463
   CALIFA1027   11.891  16.207   11.939  15.733    9.192  13.507    7.574  10.285   14.574  18.890   15.258  19.052   14.434  18.749   14.178  16.889
   CALIFA1028   10.739  15.635   10.640  15.089    7.263  12.608    4.711   8.869   13.422  18.318   13.959  18.408   12.505  17.850   11.315  15.473
   CALIFA1030   11.471  15.996   11.471  15.500    8.699  13.299    7.393  10.203   14.154  18.679   14.790  18.819   13.941  18.541   13.997  16.807
   CALIFA1032   10.802  15.663   10.792  15.159    7.507  12.714    5.955   9.486   13.485  18.346   14.111  18.478   12.749  17.956   12.559  16.090
   CALIFA1034   10.078  15.297   10.088  14.807    6.789  12.352    5.188   9.104   12.761  17.980   13.407  18.126   12.031  17.594   11.792  15.708
   CALIFA1035    9.565  15.046    9.614  14.574    8.839  13.333    7.679  10.333   12.248  17.729   12.933  17.893   14.081  18.575   14.283  16.937
   CALIFA1038   10.814  15.667   10.802  15.158    7.742  12.789    5.909   9.458   13.497  18.350   14.121  18.477   12.984  18.031   12.513  16.062
   CALIFA1039   10.499  15.515   10.421  14.980    7.014  12.485    5.219   9.123   13.182  18.198   13.740  18.299   12.256  17.727   11.823  15.727
   CALIFA1041   10.933  15.727   10.912  15.218   10.493  13.910     -99.  12.139   13.616  18.410   14.231  18.537   15.735  19.152     -99.  18.743
   CALIFA1065   11.574  16.047   11.604  15.562   11.114  13.963     -99.  11.754   14.257  18.730   14.923  18.881   16.356  19.205     -99.  18.358
   CALIFA1066   11.032  15.776   11.072  15.291   11.398  14.066    8.541  10.675   13.715  18.459   14.391  18.610   16.640  19.308   15.145  17.279
   CALIFA1067   11.199  15.777   11.101  15.253    7.542  12.607    5.241   9.118   13.882  18.460   14.420  18.572   12.784  17.849   11.845  15.722
   CALIFA1069   11.585  16.052   11.653  15.591   12.020  14.559     -99.  12.469   14.268  18.735   14.972  18.910   17.262  19.801     -99.  19.073
   CALIFA1075   11.814  16.171   11.758  15.647    9.848  13.871    7.622  10.321   14.497  18.854   15.077  18.966   15.090  19.113   14.226  16.925
   CALIFA1076   11.582  16.055   11.605  15.570    9.005  13.464    7.728  10.371   14.265  18.738   14.924  18.889   14.247  18.706   14.332  16.975
   CALIFA1078   10.678  15.593   10.682  15.096    7.784  12.851    6.117   9.567   13.361  18.276   14.001  18.415   13.026  18.093   12.721  16.171
   CALIFA1079   11.661  16.095   11.580  15.557    8.913  13.424    6.779   9.901   14.344  18.778   14.899  18.876   14.155  18.666   13.383  16.505
   CALIFA1080   12.351  16.433   12.305  15.911    9.935  13.868    7.733  10.370   15.034  19.116   15.624  19.230   15.177  19.110   14.337  16.974
   CALIFA1081   11.170  15.849   11.089  15.310    7.723  12.822    6.116   9.568   13.853  18.532   14.408  18.629   12.965  18.064   12.720  16.172
   CALIFA2000   11.724  16.121   11.648  15.590    8.564  13.249    6.687   9.856   14.407  18.804   14.967  18.909   13.806  18.491   13.291  16.460
   CALIFA2014   10.893  15.712   10.613  15.074    6.411  12.180    3.755   8.392   13.576  18.395   13.932  18.393   11.653  17.422   10.359  14.996
   CALIFA2017   11.508  16.017   11.557  15.545    9.598  13.687    8.841  10.899   14.191  18.700   14.876  18.864   14.840  18.929   15.445  17.503
   CALIFA2026   13.458  16.721   13.270  16.226   11.449  13.879    9.390  11.045   16.141  19.404   16.589  19.545   16.691  19.121   15.994  17.649
   CALIFA2044    9.962  15.243    9.992  14.762    9.181  13.427    8.660  10.802   12.645  17.926   13.311  18.081   14.423  18.669   15.264  17.406
   CALIFA2052   11.985  16.255   11.898  15.713    8.586  13.267    7.065  10.044   14.668  18.938   15.217  19.032   13.828  18.509   13.669  16.648
   CALIFA2063   10.843  15.669   10.759  15.143    8.258  13.086    6.472   9.745   13.526  18.352   14.078  18.462   13.500  18.328   13.076  16.349
   CALIFA2077   10.628  15.577   10.618  15.072    7.827  12.875    6.444   9.729   13.311  18.260   13.937  18.391   13.069  18.117   13.048  16.333
   CALIFA2078    8.969  14.750    8.827  14.182    5.318  11.641    3.410   8.219   11.652  17.433   12.146  17.501   10.560  16.883   10.014  14.823
   CALIFA2663   11.972  16.249   11.957  15.746    8.928  13.426    7.180  10.098   14.655  18.932   15.276  19.065   14.170  18.668   13.784  16.702
   CALIFA2707    9.368  14.949    9.441  14.485    8.835  13.259    7.594  10.266   12.051  17.632   12.760  17.804   14.077  18.501   14.198  16.870
   CALIFA2752   12.083  16.307   12.072  15.804    9.063  13.500    7.775  10.394   14.766  18.990   15.391  19.123   14.305  18.742   14.379  16.998
   CALIFA2780   10.039  15.285   10.057  14.796    9.408  13.615    8.064  10.521   12.722  17.968   13.376  18.115   14.650  18.857   14.668  17.125
   CALIFA2781   10.907  15.709   10.874  15.198    7.903  12.928    6.575   9.799   13.590  18.392   14.193  18.517   13.145  18.170   13.179  16.403
   CALIFA2785   11.978  16.244   11.878  15.702    8.615  13.247    7.126  10.072   14.661  18.927   15.197  19.021   13.857  18.489   13.730  16.676
   CALIFA2795   10.225  15.370   10.111  14.822    7.436  12.687    4.441   8.734   12.908  18.053   13.430  18.141   12.678  17.929   11.045  15.338
   CALIFA2796   10.465  15.498   10.480  15.009    9.431  13.673    8.386  10.703   13.148  18.181   13.799  18.328   14.673  18.915   14.990  17.307
   CALIFA2801    9.808  15.165    9.602  14.569    5.616  11.782    3.380   8.204   12.491  17.848   12.921  17.888   10.858  17.024    9.984  14.808
   CALIFA2835   11.207  15.868   11.068  15.303    7.764  12.860    6.046   9.536   13.890  18.551   14.387  18.622   13.006  18.102   12.650  16.140
   CALIFA2851   11.333  15.921   11.345  15.436   11.064  14.442   10.239  11.594   14.016  18.604   14.664  18.755   16.306  19.684   16.843  18.198
   CALIFA2871   10.192  15.359   10.221  14.877    7.662  12.785    6.434   9.724   12.875  18.042   13.540  18.196   12.904  18.027   13.038  16.328
   CALIFA2873   11.045  15.786   10.657  15.097    6.752  12.355    4.438   8.733   13.728  18.469   13.976  18.416   11.994  17.597   11.042  15.337
   CALIFA2902   10.093  15.312   10.140  14.838    9.553  13.685    9.513  11.190   12.776  17.995   13.459  18.157   14.795  18.927   16.117  17.794
   CALIFA2940    9.044  14.768    9.079  14.300    8.450  13.179    7.808  10.409   11.727  17.451   12.398  17.619   13.692  18.421   14.412  17.013
   CALIFA2941    9.907  15.209    9.875  14.652    8.104  13.021    6.968   9.996   12.590  17.892   13.194  17.971   13.346  18.263   13.572  16.600
   CALIFA2942    9.845  15.188    9.877  14.706    8.576  13.223    7.168  10.090   12.528  17.871   13.196  18.025   13.818  18.465   13.772  16.694
   CALIFA2943    9.890  15.208    9.641  14.589    6.229  12.096    4.156   8.592   12.573  17.891   12.960  17.908   11.471  17.338   10.760  15.196
   CALIFA2944   10.190  15.359   10.204  14.870    9.396  13.629    8.965  10.963   12.873  18.042   13.523  18.189   14.638  18.871   15.569  17.567
   CALIFA2945   10.486  15.509   10.064  14.802    5.535  11.752    2.801   7.915   13.169  18.192   13.383  18.121   10.777  16.994    9.405  14.519
   CALIFA3000   10.824  15.678   10.743  15.140    7.409  12.680    5.523   9.274   13.507  18.361   14.062  18.459   12.651  17.922   12.127  15.878
   CALIFA3001   10.326  15.424   10.330  14.933    9.630  13.695    9.100  11.005   13.009  18.107   13.649  18.252   14.872  18.937   15.704  17.609
   CALIFA3002   11.295  15.912   11.239  15.384   10.595  14.065    8.926  10.925   13.978  18.595   14.558  18.703   15.837  19.307   15.530  17.529
   CALIFA3003   10.476  15.501   10.457  14.997    9.828  13.765    9.172  11.028   13.159  18.184   13.776  18.316   15.070  19.007   15.776  17.632
   CALIFA3004   11.115  15.823   11.152  15.343   11.123  14.354     -99.  12.456   13.798  18.506   14.471  18.662   16.365  19.596     -99.  19.060
   CALIFA3005   10.108  15.320   10.096  14.818    9.182  13.547    8.216  10.612   12.791  18.003   13.415  18.137   14.424  18.789   14.820  17.216
   CALIFA3006   11.153  15.842   11.207  15.371    9.349  13.615    8.335  10.668   13.836  18.525   14.526  18.690   14.591  18.857   14.939  17.272
   CALIFA3007   10.214  15.371   10.239  14.886    9.506  13.568    8.055  10.521   12.897  18.054   13.558  18.205   14.748  18.810   14.659  17.125
   CALIFA3008   10.960  15.734   11.036  15.282   10.222  13.956   10.090  11.446   13.643  18.417   14.355  18.601   15.464  19.198   16.694  18.050
   CALIFA3009   10.123  15.321   10.189  14.859    9.713  13.669    8.473  10.710   12.806  18.004   13.508  18.178   14.955  18.911   15.077  17.314
   CALIFA3010   11.401  15.962   11.319  15.423   11.011  14.255   11.519  11.896   14.084  18.645   14.638  18.742   16.253  19.497   18.123  18.500
   CALIFA3011   10.041  15.281   10.045  14.788    9.154  13.493    7.680  10.329   12.724  17.964   13.364  18.107   14.396  18.735   14.284  16.933
   CALIFA3012   10.422  15.475   10.430  14.981    8.879  13.355    8.023  10.500   13.105  18.158   13.749  18.300   14.121  18.597   14.627  17.104
   CALIFA3013    9.335  14.932    9.139  14.335    5.068  11.511    2.970   7.998   12.018  17.615   12.458  17.654   10.310  16.753    9.574  14.602
   CALIFA3014   10.812  15.670   10.874  15.203   10.177  13.927    8.029  10.513   13.495  18.353   14.193  18.522   15.419  19.169   14.633  17.117
   CALIFA3015   10.241  15.375   10.246  14.889    9.781  13.782    9.949  11.356   12.924  18.058   13.565  18.208   15.023  19.024   16.553  17.960
   CALIFA3016    9.206  14.867    9.191  14.359    6.435  12.157    4.976   8.986   11.889  17.550   12.510  17.678   11.677  17.399   11.580  15.590
   CALIFA3017   10.778  15.651   10.729  15.130   10.286  13.985    8.539  10.765   13.461  18.334   14.048  18.449   15.528  19.227   15.143  17.369
   CALIFA3018   10.182  15.357   10.086  14.812    6.511  12.234    4.955   8.991   12.865  18.040   13.405  18.131   11.753  17.476   11.559  15.595
   CALIFA3019   10.136  15.334    9.712  14.626    6.430  12.198    4.238   8.633   12.819  18.017   13.031  17.945   11.672  17.440   10.842  15.237
   CALIFA3020   11.235  15.881   11.193  15.361   10.298  13.904    8.429  10.681   13.918  18.564   14.512  18.680   15.540  19.146   15.033  17.285
   CALIFA3021   10.653  15.592   10.618  15.077    7.512  12.731    5.904   9.465   13.336  18.275   13.937  18.396   12.754  17.973   12.508  16.069
   CALIFA3022   11.412  15.970   11.407  15.466    8.961  13.410    6.766   9.889   14.095  18.653   14.726  18.785   14.203  18.652   13.370  16.493
   CALIFA3023   11.030  15.779   10.988  15.261   10.628  14.097    9.044  10.990   13.713  18.462   14.307  18.580   15.870  19.339   15.648  17.594
   CALIFA3025   11.152  15.840   11.114  15.325    7.991  12.965    6.548   9.785   13.835  18.523   14.433  18.644   13.233  18.207   13.152  16.389
   CALIFA3026   10.656  15.594   10.632  15.085    9.876  13.846    8.395  10.687   13.339  18.277   13.951  18.404   15.118  19.088   14.999  17.291
   CALIFA3027   11.463  15.996   11.428  15.480    9.002  13.459    7.345  10.183   14.146  18.679   14.747  18.799   14.244  18.701   13.949  16.787
   CALIFA3028   11.143  15.837   11.131  15.330    9.787  13.624    7.728  10.336   13.826  18.520   14.450  18.649   15.029  18.866   14.332  16.940
   CALIFA3029    9.163  14.848    8.984  14.262    5.069  11.517    3.286   8.157   11.846  17.531   12.303  17.581   10.311  16.759    9.890  14.761
   CALIFA3030   10.894  15.712   10.928  15.232   10.446  13.930    9.246  11.077   13.577  18.395   14.247  18.551   15.688  19.172   15.850  17.681
   CALIFA3031   11.506  16.018   11.339  15.438    8.379  13.160    5.952   9.489   14.189  18.701   14.658  18.757   13.621  18.402   12.556  16.093
   CALIFA3032   10.935  15.732   10.880  15.206    7.710  12.824    6.000   9.513   13.618  18.415   14.199  18.525   12.952  18.066   12.604  16.117
   CALIFA3033   11.032  15.778   11.005  15.271   10.590  14.180   11.929  12.222   13.715  18.461   14.324  18.590   15.832  19.422   18.533  18.826
   CALIFA3034   10.550  15.539   10.485  15.008    7.217  12.580    5.533   9.279   13.233  18.222   13.804  18.327   12.459  17.822   12.137  15.883
   CALIFA3035   10.626  15.579   10.557  15.048    7.879  12.916    6.594   9.809   13.309  18.262   13.876  18.367   13.121  18.158   13.198  16.413
   CALIFA3037   10.999  15.764   10.988  15.262    9.460  13.681    8.278  10.639   13.682  18.447   14.307  18.581   14.702  18.923   14.882  17.243
   CALIFA3038    9.884  15.208    9.823  14.681    6.549  12.258    4.984   9.006   12.567  17.891   13.142  18.000   11.791  17.500   11.588  15.610
   CALIFA3039   10.613  15.570   10.617  15.075    9.808  13.773    8.882  10.911   13.296  18.253   13.936  18.394   15.050  19.015   15.486  17.515
   CALIFA3040   14.996  17.705   15.483  17.399   11.848  14.413    9.027  10.975   17.679  20.388   18.802  20.718   17.090  19.655   15.631  17.579
   CALIFA4027   11.525  16.028   11.469  15.501    8.362  13.156    6.558   9.791   14.208  18.711   14.788  18.820   13.604  18.398   13.162  16.395
   CALIFA4031   10.166  15.346   10.122  14.825    7.365  12.607    5.920   9.460   12.849  18.029   13.441  18.144   12.607  17.849   12.524  16.064
   CALIFA7001   10.728  15.628   10.685  15.108    8.099  13.001    5.645   9.333   13.411  18.311   14.004  18.427   13.341  18.243   12.249  15.937
   CALIFA5005    9.628  15.060    9.584  14.549    7.804  12.847    5.912   9.466   12.311  17.743   12.903  17.868   13.046  18.089   12.516  16.070
   CALIFA5006    9.969  15.250    9.765  14.651    5.940  11.951    3.978   8.503   12.652  17.933   13.084  17.970   11.182  17.193   10.582  15.107
   CALIFA5007   11.071  15.779   10.945  15.223    7.615  12.756    6.049   9.531   13.754  18.462   14.264  18.542   12.857  17.998   12.653  16.135
   CALIFA5009   10.555  15.540   10.451  14.991    6.947  12.446    5.354   9.188   13.238  18.223   13.770  18.310   12.189  17.688   11.958  15.792
   CALIFA5017   10.999  15.762   10.905  15.218    7.284  12.609    5.581   9.301   13.682  18.445   14.224  18.537   12.526  17.851   12.185  15.905
   CALIFA5019   13.441  16.985   13.365  16.450   10.073  14.008    8.839  10.932   16.124  19.668   16.684  19.769   15.315  19.250   15.443  17.536
   CALIFA5021   11.264  15.894   11.099  15.310    7.379  12.645    5.602   9.311   13.947  18.577   14.418  18.629   12.621  17.887   12.206  15.915
   CALIFA5024   12.465  16.499   12.285  15.911    8.433  13.195    6.905   9.965   15.148  19.182   15.604  19.230   13.675  18.437   13.509  16.569
   CALIFA5025   10.925  15.728   10.718  15.126    6.723  12.339    4.655   8.841   13.608  18.411   14.037  18.445   11.965  17.581   11.259  15.445
   CALIFA5031   11.190  15.860   11.013  15.273    7.172  12.557    5.321   9.172   13.873  18.543   14.332  18.592   12.414  17.799   11.925  15.776
   CALIFA5033   12.590  16.556   12.601  16.060   10.010  13.934    8.480  10.739   15.273  19.239   15.920  19.379   15.252  19.176   15.084  17.343
   CALIFA5034   14.763  17.643   14.632  17.073   12.889  15.242   12.055  12.453   17.446  20.326   17.951  20.392   18.131  20.484   18.659  19.057
   CALIFA5039   10.374  15.453   10.204  14.870    6.289  12.128    4.200   8.614   13.057  18.136   13.523  18.189   11.531  17.370   10.804  15.218
   CALIFA5042   12.651  16.590   12.516  16.022    9.065  13.481    6.867   9.943   15.334  19.273   15.835  19.341   14.307  18.723   13.471  16.547
   CALIFA5047   11.488  16.007   11.365  15.449    7.645  12.798    6.149   9.587   14.171  18.690   14.684  18.768   12.887  18.040   12.753  16.191
   CALIFA5063   11.702  16.111   11.593  15.560    8.505  13.223    6.706   9.865   14.385  18.794   14.912  18.879   13.747  18.465   13.310  16.469
   CALIFA5070   11.977  16.251   11.812  15.668    8.712  13.233    6.099   9.555   14.660  18.934   15.131  18.987   13.954  18.475   12.703  16.159
   CALIFA7001   10.728  15.628   10.685  15.108    8.099  13.001    5.645   9.333   13.411  18.311   14.004  18.427   13.341  18.243   12.249  15.937
   CALIFA8000    9.805  15.168    9.808  14.672    8.202  13.018    5.838   9.424   12.488  17.851   13.127  17.991   13.444  18.260   12.442  16.028
   CALIFA8001   10.720  15.624   10.702  15.117    8.338  13.094    6.749   9.876   13.403  18.307   14.021  18.436   13.580  18.336   13.353  16.480
   CALIFA8002    9.853  15.186    9.862  14.698    9.314  13.552    8.597  10.790   12.536  17.869   13.181  18.017   14.556  18.794   15.201  17.394
   CALIFA9000   10.119  15.324   10.179  14.856    9.585  13.651    9.127  11.004   12.802  18.007   13.498  18.175   14.827  18.893   15.731  17.608
   CALIFA9001    9.369  14.946    9.403  14.467    8.936  13.329    8.000  10.461   12.052  17.629   12.722  17.786   14.178  18.571   14.604  17.065
   CALIFA9002   10.302  15.414   10.314  14.924    9.425  13.608    8.208  10.592   12.985  18.097   13.633  18.243   14.667  18.850   14.812  17.196
   CALIFA9003    9.872  15.191    9.899  14.711    9.078  13.438    7.919  10.457   12.555  17.874   13.218  18.030   14.320  18.680   14.523  17.061
   CALIFA9004   10.023  15.276   10.037  14.787    9.602  13.661    8.269  10.621   12.706  17.959   13.356  18.106   14.844  18.903   14.873  17.225
   CALIFA9005   10.325  15.429   10.384  14.961    9.715  13.727     -99.  12.329   13.008  18.112   13.703  18.280   14.957  18.969     -99.  18.933
   CALIFA9007   10.351  15.439   10.340  14.938    9.091  13.446    7.503  10.253   13.034  18.122   13.659  18.257   14.333  18.688   14.107  16.857
   CALIFA9008   10.710  15.613   10.735  15.132    9.759  13.774    8.800  10.897   13.393  18.296   14.054  18.451   15.001  19.016   15.404  17.501
   CALIFA9009   10.766  15.650   10.793  15.166   10.209  14.044    9.019  11.007   13.449  18.333   14.112  18.485   15.451  19.286   15.623  17.611
