# WISE photometry of the Extended CALIFA sample 
# W_V=in Vega mags and W_AB=in AB mags
# Galaxy_Name   W1_V    W1_V_e    W2_V   W2_V_e     W3_V  W3_V_e     W4_V  W4_V_e   W1_AB  W1_AB_e   W2_AB  W2_AB_e   W3_AB  W3_AB_e   W4_AB  W4_AB_e
    CALIFA374   10.216  15.372   10.134  14.833    6.778  12.362    3.941   8.484   12.899  18.055   13.453  18.152   12.020  17.604   10.545  15.088
    CALIFA375   10.023  15.277   10.059  14.796    9.510  13.585     -99.  12.031   12.706  17.960   13.378  18.115   14.752  18.827     -99.  18.635
    CALIFA376   10.240  15.384   10.137  14.834    6.928  12.430    5.478   9.248   12.923  18.067   13.456  18.153   12.170  17.672   12.082  15.852
    CALIFA377   10.361  15.444   10.197  14.863    6.470  12.209    4.083   8.555   13.044  18.127   13.516  18.182   11.712  17.451   10.687  15.159
    CALIFA378   10.087  15.306    9.975  14.748    6.373  12.141    4.383   8.700   12.770  17.989   13.294  18.067   11.615  17.383   10.987  15.304
    CALIFA379   11.116  15.822   11.033  15.281    7.971  12.942    6.236   9.627   13.799  18.505   14.352  18.600   13.213  18.184   12.840  16.231
    CALIFA380    9.934  15.232    9.811  14.672    6.765  12.346    5.010   9.015   12.617  17.915   13.130  17.991   12.007  17.588   11.614  15.619
    CALIFA381   10.300  15.414   10.289  14.911    8.379  13.112    7.143  10.065   12.983  18.097   13.608  18.230   13.621  18.354   13.747  16.669
    CALIFA382   10.385  15.454   10.271  14.900    8.312  13.076    5.837   9.428   13.068  18.137   13.590  18.219   13.554  18.318   12.441  16.032
    CALIFA383   11.334  15.924   11.256  15.385    8.573  13.178    7.672  10.314   14.017  18.607   14.575  18.704   13.815  18.420   14.276  16.918
    CALIFA384   10.371  15.445   10.225  14.871    6.635  12.276    4.932   8.975   13.054  18.128   13.544  18.190   11.877  17.518   11.536  15.579
    CALIFA385   10.078  15.305   10.053  14.794    8.143  13.014    6.724   9.866   12.761  17.988   13.372  18.113   13.385  18.256   13.328  16.470
    CALIFA386   10.188  15.358   10.186  14.859    7.903  12.895    6.568   9.786   12.871  18.041   13.505  18.178   13.145  18.137   13.172  16.390
    CALIFA387    9.344  14.932    9.407  14.467    8.778  13.183    7.646  10.271   12.027  17.615   12.726  17.786   14.020  18.425   14.250  16.875
    CALIFA388    9.552  15.032    9.539  14.532    6.413  12.164    4.833   8.926   12.235  17.715   12.858  17.851   11.655  17.406   11.437  15.530
    CALIFA389    7.982  14.255    8.016  13.777    7.298  12.620    6.369   9.693   10.665  16.938   11.335  17.096   12.540  17.862   12.973  16.297
    CALIFA390   10.000  15.265   10.010  14.771    7.763  12.809    6.448   9.720   12.683  17.948   13.329  18.090   13.005  18.051   13.052  16.324
    CALIFA391    8.663  14.592    8.694  14.114    6.764  12.313    5.660   9.331   11.346  17.275   12.013  17.433   12.006  17.555   12.264  15.935
    CALIFA392   10.864  15.693   10.885  15.196    9.192  13.277    6.960   9.951   13.547  18.376   14.204  18.515   14.434  18.519   13.564  16.555
    CALIFA393   10.780  15.650   10.714  15.113    7.557  12.723    5.900   9.456   13.463  18.333   14.033  18.432   12.799  17.965   12.504  16.060
    CALIFA394   10.247  15.383   10.191  14.852    7.090  12.489    5.361   9.187   12.930  18.066   13.510  18.171   12.332  17.731   11.965  15.791
    CALIFA395   12.091  16.298   12.133  15.798   10.169  13.705    7.678  10.308   14.774  18.981   15.452  19.117   15.411  18.947   14.282  16.912
    CALIFA396   10.919  15.722   10.937  15.231    9.161  13.460    7.908  10.400   13.602  18.405   14.256  18.550   14.403  18.702   14.512  17.004
    CALIFA397   10.624  15.574   10.609  15.067    7.486  12.703    6.125   9.568   13.307  18.257   13.928  18.386   12.728  17.945   12.729  16.172
    CALIFA398   11.990  16.244   11.951  15.719    9.162  13.395    7.951  10.445   14.673  18.927   15.270  19.038   14.404  18.637   14.555  17.049
    CALIFA399   10.011  15.270    9.568  14.551    7.150  12.526    4.801   8.911   12.694  17.953   12.887  17.870   12.392  17.768   11.405  15.515
    CALIFA400    9.081  14.803    9.025  14.279    6.552  12.238    4.964   8.991   11.764  17.486   12.344  17.598   11.794  17.480   11.568  15.595
    CALIFA401   11.910  16.196   11.856  15.661    9.386  13.415    7.109  10.041   14.593  18.879   15.175  18.980   14.628  18.657   13.713  16.645
    CALIFA402    9.391  14.961    9.436  14.486    8.821  13.252    8.033  10.466   12.074  17.644   12.755  17.805   14.063  18.494   14.637  17.070
    CALIFA403    9.696  15.110    9.696  14.612    7.932  12.849    6.704   9.831   12.379  17.793   13.015  17.931   13.174  18.091   13.308  16.435
    CALIFA404   10.034  15.280    9.863  14.696    6.265  12.090    4.106   8.565   12.717  17.963   13.182  18.015   11.507  17.332   10.710  15.169
    CALIFA405    9.993  15.260    9.981  14.746    7.195  12.532    5.453   9.231   12.676  17.943   13.300  18.065   12.437  17.774   12.057  15.835
    CALIFA406    8.950  14.738    8.897  14.214    6.210  12.074    4.318   8.670   11.633  17.421   12.216  17.533   11.452  17.316   10.922  15.274
    CALIFA407   11.015  15.767   10.941  15.229    8.529  13.142    6.924   9.947   13.698  18.450   14.260  18.548   13.771  18.384   13.528  16.551
    CALIFA408    9.327  14.928    9.278  14.404    6.224  12.087    4.478   8.751   12.010  17.611   12.597  17.723   11.466  17.329   11.082  15.355
    CALIFA409   11.985  16.251   11.796  15.653    7.819  12.851    4.704   8.864   14.668  18.934   15.115  18.972   13.061  18.093   11.308  15.468
    CALIFA410    9.333  14.932    9.384  14.460    8.765  13.252   13.661  11.704   12.016  17.615   12.703  17.779   14.007  18.494   20.265  18.308
    CALIFA411   11.887  16.200   11.863  15.689    9.837  13.778    8.678  10.811   14.570  18.883   15.182  19.008   15.079  19.020   15.282  17.415
    CALIFA412    8.260  14.395    8.011  13.774    3.980  10.971    2.124   7.576   10.943  17.078   11.330  17.093    9.222  16.213    8.728  14.180
    CALIFA413    9.059  14.795    8.971  14.254    5.594  11.776    3.776   8.401   11.742  17.478   12.290  17.573   10.836  17.018   10.380  15.005
    CALIFA414    9.552  15.040    9.575  14.553    6.788  12.348    5.384   9.197   12.235  17.723   12.894  17.872   12.030  17.590   11.988  15.801
    CALIFA415    9.865  15.186    9.825  14.663    6.971  12.372    5.530   9.246   12.548  17.869   13.144  17.982   12.213  17.614   12.134  15.850
    CALIFA416    9.519  15.024    9.442  14.486    6.236  12.090    4.662   8.843   12.202  17.707   12.761  17.805   11.478  17.332   11.266  15.447
    CALIFA417   12.491  16.495   12.623  16.037   11.042  14.040    8.481  10.721   15.174  19.178   15.942  19.356   16.284  19.282   15.085  17.325
    CALIFA418   10.142  15.334   10.083  14.807    6.754  12.351    5.148   9.086   12.825  18.017   13.402  18.126   11.996  17.593   11.752  15.690
    CALIFA419   10.777  15.647   10.619  15.068    7.422  12.637    5.127   9.070   13.460  18.330   13.938  18.387   12.664  17.879   11.731  15.674
    CALIFA420   10.182  15.354   10.178  14.854    7.986  12.925    6.606   9.801   12.865  18.037   13.497  18.173   13.228  18.167   13.210  16.405
    CALIFA421    9.903  15.216    9.868  14.700    6.468  12.203    4.455   8.739   12.586  17.899   13.187  18.019   11.710  17.445   11.059  15.343
    CALIFA422    9.998  15.265    9.914  14.724    7.072  12.504    4.307   8.666   12.681  17.948   13.233  18.043   12.314  17.746   10.911  15.270
    CALIFA423   11.296  15.907   11.382  15.441    8.485  13.118    6.962   9.967   13.979  18.590   14.701  18.760   13.727  18.360   13.566  16.571
    CALIFA424    9.297  14.913    9.336  14.435    8.952  13.287    7.471  10.186   11.980  17.596   12.655  17.754   14.194  18.529   14.075  16.790
    CALIFA425   10.167  15.348   10.197  14.864    8.950  13.353    8.177  10.540   12.850  18.031   13.516  18.183   14.192  18.595   14.781  17.144
    CALIFA426    9.306  14.916    9.286  14.409    7.314  12.588    5.618   9.311   11.989  17.599   12.605  17.728   12.556  17.830   12.222  15.915
    CALIFA427   10.321  15.425   10.337  14.935    9.613  13.673    8.465  10.711   13.004  18.108   13.656  18.254   14.855  18.915   15.069  17.315
    CALIFA428    8.652  14.587    8.552  14.037    5.211  11.568    3.617   8.319   11.335  17.270   11.871  17.356   10.453  16.810   10.221  14.923
    CALIFA429    9.371  14.949    9.162  14.348    6.054  11.996    3.904   8.465   12.054  17.632   12.481  17.667   11.296  17.238   10.508  15.069
    CALIFA430    9.100  14.814    8.951  14.243    5.261  11.606    3.346   8.186   11.783  17.497   12.270  17.562   10.503  16.848    9.950  14.790
    CALIFA431    9.305  14.916    9.204  14.368    6.744  12.314    4.916   8.962   11.988  17.599   12.523  17.687   11.986  17.556   11.520  15.566
    CALIFA432    8.795  14.658    8.824  14.176    7.232  12.501    5.876   9.421   11.478  17.341   12.143  17.495   12.474  17.743   12.480  16.025
    CALIFA433    9.158  14.844    9.182  14.358    7.963  12.901    6.647   9.819   11.841  17.527   12.501  17.677   13.205  18.143   13.251  16.423
    CALIFA434    9.351  14.921    9.420  14.476    8.528  13.121    7.077  10.039   12.034  17.604   12.739  17.795   13.770  18.363   13.681  16.643
    CALIFA435    9.370  14.950    9.412  14.473    8.073  12.960    6.928   9.951   12.053  17.633   12.731  17.792   13.315  18.202   13.532  16.555
    CALIFA436    9.459  14.994    9.351  14.443    5.810  11.882    3.981   8.504   12.142  17.677   12.670  17.762   11.052  17.124   10.585  15.108
    CALIFA437   10.040  15.283   10.005  14.765    6.759  12.338    5.093   9.057   12.723  17.966   13.324  18.084   12.001  17.580   11.697  15.661
    CALIFA438   10.126  15.328    9.968  14.747    6.649  12.280    4.213   8.618   12.809  18.011   13.287  18.066   11.891  17.522   10.817  15.222
    CALIFA439    9.516  15.022    9.542  14.537    8.955  13.266    8.305  10.556   12.199  17.705   12.861  17.856   14.197  18.508   14.909  17.160
    CALIFA440    9.504  15.015    9.495  14.513    7.623  12.688    6.364   9.672   12.187  17.698   12.814  17.832   12.865  17.930   12.968  16.276
    CALIFA441   10.612  15.571   10.581  15.053    8.472  13.135    7.088  10.034   13.295  18.254   13.900  18.372   13.714  18.377   13.692  16.638
    CALIFA442   10.414  15.471   10.476  15.002   10.059  13.800    7.966  10.459   13.097  18.154   13.795  18.321   15.301  19.042   14.570  17.063
    CALIFA443    9.988  15.254    9.919  14.721    6.569  12.237    4.678   8.848   12.671  17.937   13.238  18.040   11.811  17.479   11.282  15.452
    CALIFA444   10.259  15.377   10.162  14.838    6.607  12.254    4.542   8.782   12.942  18.060   13.481  18.157   11.849  17.496   11.146  15.386
    CALIFA445    8.923  14.712    8.982  14.247    8.593  13.101    7.073   9.997   11.606  17.395   12.301  17.566   13.835  18.343   13.677  16.601
    CALIFA446    9.379  14.951    9.427  14.478    8.914  13.207    7.937  10.389   12.062  17.634   12.746  17.797   14.156  18.449   14.541  16.993
    CALIFA447    9.513  15.016    9.489  14.510    8.440  13.147    7.397  10.189   12.196  17.699   12.808  17.829   13.682  18.389   14.001  16.793
    CALIFA448    9.899  15.212    9.927  14.729    9.107  13.411   10.963  11.472   12.582  17.895   13.246  18.048   14.349  18.653   17.567  18.076
    CALIFA449    9.128  14.829    9.184  14.358    7.971  12.846    6.658   9.799   11.811  17.512   12.503  17.677   13.213  18.088   13.262  16.403
    CALIFA450    8.533  14.527    8.580  14.056    7.868  12.836    7.521  10.209   11.216  17.210   11.899  17.375   13.110  18.078   14.125  16.813
    CALIFA451    9.385  14.957    9.316  14.424    6.988  12.434    5.705   9.354   12.068  17.640   12.635  17.743   12.230  17.676   12.309  15.958
    CALIFA452    9.842  15.184    9.811  14.670    7.310  12.569    6.122   9.556   12.525  17.867   13.130  17.989   12.552  17.811   12.726  16.160
    CALIFA453    9.556  15.043    9.603  14.568    8.781  13.212    8.002  10.417   12.239  17.726   12.922  17.887   14.023  18.454   14.606  17.021
    CALIFA454   10.575  15.549   10.506  15.017    7.294  12.604    5.744   9.380   13.258  18.232   13.825  18.336   12.536  17.846   12.348  15.984
    CALIFA455    9.002  14.766    8.875  14.205    5.161  11.558    3.246   8.136   11.685  17.449   12.194  17.524   10.403  16.800    9.850  14.740
    CALIFA456    9.513  15.022    9.456  14.494    6.028  11.985    4.460   8.741   12.196  17.705   12.775  17.813   11.270  17.227   11.064  15.345
    CALIFA457   11.634  16.060   11.534  15.509    9.207  13.471    6.597   9.805   14.317  18.743   14.853  18.828   14.449  18.713   13.201  16.409
    CALIFA458    9.982  15.254    9.935  14.732    6.608  12.270    5.173   9.096   12.665  17.937   13.254  18.051   11.850  17.512   11.777  15.700
    CALIFA459   11.098  15.801   11.183  15.339    8.384  13.062    6.962   9.958   13.781  18.484   14.502  18.658   13.626  18.304   13.566  16.562
    CALIFA460   11.479  15.979   11.504  15.492    8.192  12.980    6.074   9.539   14.162  18.662   14.823  18.811   13.434  18.222   12.678  16.143
    CALIFA461    9.664  15.097    9.681  14.608    9.302  13.487    7.891  10.434   12.347  17.780   13.000  17.927   14.544  18.729   14.495  17.038
    CALIFA462    9.674  15.101    9.530  14.530    5.844  11.896    3.742   8.384   12.357  17.784   12.849  17.849   11.086  17.138   10.346  14.988
    CALIFA463   10.290  15.408   10.227  14.876    6.989  12.452    5.186   9.102   12.973  18.091   13.546  18.195   12.231  17.694   11.790  15.706
    CALIFA464    9.609  15.069    9.545  14.538    6.962  12.440    4.807   8.914   12.292  17.752   12.864  17.857   12.204  17.682   11.411  15.518
    CALIFA465   11.138  15.834   10.968  15.242    7.349  12.641    5.332   9.178   13.821  18.517   14.287  18.561   12.591  17.883   11.936  15.782
    CALIFA466    9.510  15.019    9.569  14.552    8.825  13.319    7.601  10.288   12.193  17.702   12.888  17.871   14.067  18.561   14.205  16.892
    CALIFA467   10.002  15.265   10.042  14.786    9.487  13.473    7.941  10.416   12.685  17.948   13.361  18.105   14.729  18.715   14.545  17.020
    CALIFA468   10.035  15.281    9.984  14.759    6.771  12.351    4.837   8.931   12.718  17.964   13.303  18.078   12.013  17.593   11.441  15.535
    CALIFA469   11.237  15.881   11.156  15.339    7.882  12.895    6.045   9.530   13.920  18.564   14.475  18.658   13.124  18.137   12.649  16.134
    CALIFA470    9.741  15.135    9.764  14.649    8.183  13.032    6.985   9.985   12.424  17.818   13.083  17.968   13.425  18.274   13.589  16.589
    CALIFA471   11.127  15.826   11.037  15.280    7.746  12.816    5.866   9.440   13.810  18.509   14.356  18.599   12.988  18.058   12.470  16.044
    CALIFA472    9.160  14.842    9.129  14.328    6.166  12.053    4.640   8.830   11.843  17.525   12.448  17.647   11.408  17.295   11.244  15.434
    CALIFA473   11.182  15.855   11.092  15.307    8.055  12.968    6.590   9.792   13.865  18.538   14.411  18.626   13.297  18.210   13.194  16.396
    CALIFA474    8.758  14.642    8.570  14.052    5.277  11.610    3.565   8.294   11.441  17.325   11.889  17.371   10.519  16.852   10.169  14.898
    CALIFA475   10.511  15.515   10.303  14.913    6.491  12.220    3.884   8.456   13.194  18.198   13.622  18.232   11.733  17.462   10.488  15.060
    CALIFA476    9.382  14.957    9.221  14.377    5.410  11.682    3.459   8.243   12.065  17.640   12.540  17.696   10.652  16.924   10.063  14.847
    CALIFA477   10.595  15.561   10.507  15.016    7.308  12.614    5.814   9.418   13.278  18.244   13.826  18.335   12.550  17.856   12.418  16.022
    CALIFA478    9.947  15.234    9.857  14.691    5.937  11.925    3.611   8.318   12.630  17.917   13.176  18.010   11.179  17.167   10.215  14.922
    CALIFA479   10.011  15.270   10.015  14.773    7.643  12.773    5.979   9.496   12.694  17.953   13.334  18.092   12.885  18.015   12.583  16.100
    CALIFA480   10.056  15.292   10.085  14.810    8.924  13.361    7.731  10.355   12.739  17.975   13.404  18.129   14.166  18.603   14.335  16.959
    CALIFA481    8.807  14.668    8.854  14.194    8.303  13.033    7.639  10.262   11.490  17.351   12.173  17.513   13.545  18.275   14.243  16.866
    CALIFA482   10.332  15.428   10.290  14.906    7.580  12.720    6.042   9.519   13.015  18.111   13.609  18.225   12.822  17.962   12.646  16.123
    CALIFA483   10.041  15.285    9.804  14.667    5.995  11.964    4.169   8.595   12.724  17.968   13.123  17.986   11.237  17.206   10.773  15.199
    CALIFA484    9.767  15.148    9.764  14.649    7.878  12.895    6.333   9.673   12.450  17.831   13.083  17.968   13.120  18.137   12.937  16.277
    CALIFA485    9.959  15.242    9.802  14.662    5.988  11.958    3.961   8.492   12.642  17.925   13.121  17.981   11.230  17.200   10.565  15.096
    CALIFA486   11.357  15.941   11.251  15.389    7.734  12.826    5.961   9.490   14.040  18.624   14.570  18.708   12.976  18.068   12.565  16.094
    CALIFA487    9.938  15.233    9.653  14.593    5.613  11.782    3.613   8.320   12.621  17.916   12.972  17.912   10.855  17.024   10.217  14.924
    CALIFA488    9.848  15.188    9.731  14.630    6.498  12.214    4.564   8.794   12.531  17.871   13.050  17.949   11.740  17.456   11.168  15.398
    CALIFA489    9.005  14.769    8.898  14.218    5.277  11.618    3.551   8.289   11.688  17.452   12.217  17.537   10.519  16.860   10.155  14.893
    CALIFA490   11.551  16.033   11.572  15.539    8.431  13.108    6.404   9.702   14.234  18.716   14.891  18.858   13.673  18.350   13.008  16.306
    CALIFA491   11.760  15.973   11.591  15.443    9.486  13.399    8.033  10.490   14.443  18.656   14.910  18.762   14.728  18.641   14.637  17.094
    CALIFA492   12.118  16.317   11.935  15.725    8.831  13.332    6.263   9.640   14.801  19.000   15.254  19.044   14.073  18.574   12.867  16.244
    CALIFA493    9.594  15.059    9.622  14.575    8.515  13.099    7.489  10.201   12.277  17.742   12.941  17.894   13.757  18.341   14.093  16.805
    CALIFA494    9.805  15.167    9.817  14.675    8.915  13.329    7.166  10.075   12.488  17.850   13.136  17.994   14.157  18.571   13.770  16.679
    CALIFA495   10.977  15.745   10.968  15.245    8.311  13.119    6.887   9.952   13.660  18.428   14.287  18.564   13.553  18.361   13.491  16.556
    CALIFA496   10.460  15.492   10.386  14.954    7.170  12.533    5.627   9.320   13.143  18.175   13.705  18.273   12.412  17.775   12.231  15.924
    CALIFA497   10.049  15.290   10.072  14.802    9.230  13.458    8.616  10.736   12.732  17.973   13.391  18.121   14.472  18.700   15.220  17.340
    CALIFA498    9.895  15.209    9.806  14.666    6.597  12.250    5.092   9.053   12.578  17.892   13.125  17.985   11.839  17.492   11.696  15.657
    CALIFA499   11.216  15.871   11.132  15.330    8.278  13.085    6.742   9.875   13.899  18.554   14.451  18.649   13.520  18.327   13.346  16.479
    CALIFA500   11.135  15.830   11.097  15.310    8.051  12.959    6.776   9.883   13.818  18.513   14.416  18.629   13.293  18.201   13.380  16.487
    CALIFA501    9.855  15.191    9.800  14.665    7.494  12.689    6.131   9.567   12.538  17.874   13.119  17.984   12.736  17.931   12.735  16.171
    CALIFA502   10.591  15.557   10.478  15.003    7.369  12.629    5.767   9.389   13.274  18.240   13.797  18.322   12.611  17.871   12.371  15.993
    CALIFA503    9.950  15.239    9.975  14.754    9.454  13.570     -99.  11.940   12.633  17.922   13.294  18.073   14.696  18.812     -99.  18.544
    CALIFA504   10.686  15.602   10.624  15.068    7.811  12.838    6.342   9.673   13.369  18.285   13.943  18.387   13.053  18.080   12.946  16.277
    CALIFA505    9.416  14.973    9.238  14.387    5.840  11.897    3.897   8.462   12.099  17.656   12.557  17.706   11.082  17.139   10.501  15.066
    CALIFA506    9.629  15.080    9.607  14.570    6.671  12.302    5.196   9.108   12.312  17.763   12.926  17.889   11.913  17.544   11.800  15.712
    CALIFA507   11.119  15.817   11.018  15.263    8.239  13.050    6.853   9.922   13.802  18.500   14.337  18.582   13.481  18.292   13.457  16.526
    CALIFA508    9.200  14.866    9.133  14.335    5.701  11.829    4.067   8.545   11.883  17.549   12.452  17.654   10.943  17.071   10.671  15.149
    CALIFA509    8.391  14.456    8.427  13.979    7.761  12.704    6.934   9.905   11.074  17.139   11.746  17.298   13.003  17.946   13.538  16.509
    CALIFA510    9.019  14.773    9.028  14.281    7.682  12.709    6.168   9.577   11.702  17.456   12.347  17.600   12.924  17.951   12.772  16.181
    CALIFA511    9.364  14.947    9.144  14.341    5.567  11.762    3.429   8.228   12.047  17.630   12.463  17.660   10.809  17.004   10.033  14.832
    CALIFA512   10.100  15.312   10.037  14.778    7.077  12.458    5.487   9.243   12.783  17.995   13.356  18.097   12.319  17.700   12.091  15.847
    CALIFA513    8.932  14.731    8.776  14.156    5.437  11.689    3.522   8.274   11.615  17.414   12.095  17.475   10.679  16.931   10.126  14.878
    CALIFA514   11.061  15.788   11.018  15.268    8.085  12.958    6.715   9.856   13.744  18.471   14.337  18.587   13.327  18.200   13.319  16.460
    CALIFA515    9.421  14.972    9.410  14.469    6.623  12.256    5.033   9.022   12.104  17.655   12.729  17.788   11.865  17.498   11.637  15.626
    CALIFA516    9.751  15.139    9.776  14.653    8.376  13.079    7.611  10.285   12.434  17.822   13.095  17.972   13.618  18.321   14.215  16.889
    CALIFA517   10.194  15.359   10.229  14.874    9.684  13.568    8.304  10.555   12.877  18.042   13.548  18.193   14.926  18.810   14.908  17.159
    CALIFA518    9.598  15.063    9.579  14.556    6.566  12.257    5.051   9.037   12.281  17.746   12.898  17.875   11.808  17.499   11.655  15.641
    CALIFA519   10.167  15.344    9.982  14.753    6.431  12.177    4.773   8.894   12.850  18.027   13.301  18.072   11.673  17.419   11.377  15.498
    CALIFA520   10.028  15.274   10.016  14.767    7.436  12.645    4.728   8.874   12.711  17.957   13.335  18.086   12.678  17.887   11.332  15.478
    CALIFA521    9.524  15.018    9.541  14.529    8.855  13.128    8.399  10.577   12.207  17.701   12.860  17.848   14.097  18.370   15.003  17.181
    CALIFA522   10.849  15.690   10.742  15.139    7.576  12.761    5.393   9.209   13.532  18.373   14.061  18.458   12.818  18.003   11.997  15.813
    CALIFA523    9.486  15.009    9.533  14.535    8.749  13.288    7.786  10.373   12.169  17.692   12.852  17.854   13.991  18.530   14.390  16.977
    CALIFA524   10.921  15.720   10.833  15.169    7.636  12.760    5.604   9.309   13.604  18.403   14.152  18.488   12.878  18.002   12.208  15.913
    CALIFA525    8.708  14.618    8.769  14.149    7.932  12.793    7.186  10.020   11.391  17.301   12.088  17.468   13.174  18.035   13.790  16.624
    CALIFA526   11.501  16.014   11.485  15.499    9.076  13.439    7.024  10.014   14.184  18.697   14.804  18.818   14.318  18.681   13.628  16.618
    CALIFA527    8.152  14.337    8.127  13.827    6.261  12.065    4.890   8.940   10.835  17.020   11.446  17.146   11.503  17.307   11.494  15.544
    CALIFA528   11.768  16.144   11.640  15.580    9.042  13.410    6.979   9.990   14.451  18.827   14.959  18.899   14.284  18.652   13.583  16.594
    CALIFA529   10.567  15.545   10.481  15.000    7.180  12.537    5.429   9.223   13.250  18.228   13.800  18.319   12.422  17.779   12.033  15.827
    CALIFA530    9.462  14.996    9.509  14.521    8.704  13.226    7.424  10.189   12.145  17.679   12.828  17.840   13.946  18.468   14.028  16.793
    CALIFA531    9.896  15.211    9.912  14.721    9.318  13.435     -99.  11.844   12.579  17.894   13.231  18.040   14.560  18.677     -99.  18.448
    CALIFA532   10.345  15.430   10.334  14.928    7.482  12.685    5.884   9.448   13.028  18.113   13.653  18.247   12.724  17.927   12.488  16.052
    CALIFA533    8.934  14.730    8.828  14.178    5.514  11.729    3.074   8.051   11.617  17.413   12.147  17.497   10.756  16.971    9.678  14.655
    CALIFA534   10.085  15.306   10.052  14.787    6.691  12.309    5.027   9.022   12.768  17.989   13.371  18.106   11.933  17.551   11.631  15.626
    CALIFA535   10.319  15.424   10.294  14.912    8.408  13.131    7.272  10.134   13.002  18.107   13.613  18.231   13.650  18.373   13.876  16.738
    CALIFA536    9.659  15.075    9.738  14.622    9.614  13.288    8.090  10.384   12.342  17.758   13.057  17.941   14.856  18.530   14.694  16.988
    CALIFA537   10.255  15.375   10.351  14.929    9.985  13.525    8.718  10.695   12.938  18.058   13.670  18.248   15.227  18.767   15.322  17.299
    CALIFA538   10.124  15.322   10.089  14.807    6.884  12.347    5.488   9.250   12.807  18.005   13.408  18.126   12.126  17.589   12.092  15.854
    CALIFA539    9.739  15.134    9.791  14.660    9.059  13.280    6.541   9.754   12.422  17.817   13.110  17.979   14.301  18.522   13.145  16.358
    CALIFA540   11.021  15.770   10.944  15.235    7.609  12.755    6.033   9.520   13.704  18.453   14.263  18.554   12.851  17.997   12.637  16.124
    CALIFA541   11.907  16.205   12.043  15.758   11.290  14.146    8.635  10.758   14.590  18.888   15.362  19.077   16.532  19.388   15.239  17.362
    CALIFA542    9.061  14.795    8.878  14.206    5.094  11.523    2.386   7.707   11.744  17.478   12.197  17.525   10.336  16.765    8.990  14.311
    CALIFA543    9.260  14.895    9.212  14.373    6.194  12.067    4.527   8.775   11.943  17.578   12.531  17.692   11.436  17.309   11.131  15.379
    CALIFA544   10.057  15.293   10.031  14.781    7.509  12.704    5.723   9.368   12.740  17.976   13.350  18.100   12.751  17.946   12.327  15.972
    CALIFA545    7.362  13.847    7.357  13.406    5.632  11.729    4.358   8.686   10.045  16.530   10.676  16.725   10.874  16.971   10.962  15.290
    CALIFA546    9.183  14.853    9.155  14.343    6.250  12.091    4.637   8.829   11.866  17.536   12.474  17.662   11.492  17.333   11.241  15.433
    CALIFA547   10.152  15.335   10.107  14.813    7.736  12.769    5.378   9.196   12.835  18.018   13.426  18.132   12.978  18.011   11.982  15.800
    CALIFA548    9.790  15.157    9.737  14.629    6.159  12.027    4.425   8.723   12.473  17.840   13.056  17.948   11.401  17.269   11.029  15.327
    CALIFA549   10.668  15.591   10.590  15.049    7.574  12.714    6.156   9.581   13.351  18.274   13.909  18.368   12.816  17.956   12.760  16.185
    CALIFA550    8.685  14.608    8.708  14.122    8.157  12.962    6.918   9.937   11.368  17.291   12.027  17.441   13.399  18.204   13.522  16.541
    CALIFA551    9.386  14.957    9.371  14.450    7.378  12.626    5.987   9.498   12.069  17.640   12.690  17.769   12.620  17.868   12.591  16.102
    CALIFA552    9.393  14.961    9.206  14.370    5.516  11.738    3.105   8.067   12.076  17.644   12.525  17.689   10.758  16.980    9.709  14.671
    CALIFA553    9.729  15.129    9.527  14.531    5.752  11.853    3.721   8.374   12.412  17.812   12.846  17.850   10.994  17.095   10.325  14.978
    CALIFA554   12.055  16.283   11.997  15.752    9.931  13.793    7.456  10.218   14.738  18.966   15.316  19.071   15.173  19.035   14.060  16.822
    CALIFA555   10.393  15.458   10.396  14.952    6.935  12.413    5.408   9.209   13.076  18.141   13.715  18.271   12.177  17.655   12.012  15.813
    CALIFA556   10.468  15.496   10.361  14.939    7.406  12.630    5.586   9.300   13.151  18.179   13.680  18.258   12.648  17.872   12.190  15.904
    CALIFA557    9.830  15.180    9.756  14.644    6.434  12.191    4.724   8.874   12.513  17.863   13.075  17.963   11.676  17.433   11.328  15.478
    CALIFA558   11.242  15.886   11.071  15.302    8.077  12.999    6.413   9.716   13.925  18.569   14.390  18.621   13.319  18.241   13.017  16.320
    CALIFA559    9.083  14.806    9.130  14.332    8.640  13.150    7.437  10.188   11.766  17.489   12.449  17.651   13.882  18.392   14.041  16.792
    CALIFA560    9.935  15.231    9.977  14.756    9.242  13.511    8.231  10.580   12.618  17.914   13.296  18.075   14.484  18.753   14.835  17.184
    CALIFA561    7.669  14.098    7.715  13.621    7.033  12.292    6.187   9.534   10.352  16.781   11.034  16.940   12.275  17.534   12.791  16.138
    CALIFA562   10.558  15.543   10.500  15.017    8.698  13.280    7.125  10.068   13.241  18.226   13.819  18.336   13.940  18.522   13.729  16.672
    CALIFA563    8.373  14.450    8.392  13.958    7.755  12.545    6.800   9.756   11.056  17.133   11.711  17.277   12.997  17.787   13.404  16.360
    CALIFA564   10.101  15.314    9.986  14.760    6.604  12.274    4.985   9.004   12.784  17.997   13.305  18.079   11.846  17.516   11.589  15.608
    CALIFA565   10.378  15.453   10.365  14.944    7.950  12.878    6.387   9.694   13.061  18.136   13.684  18.263   13.192  18.120   12.991  16.298
